arquivo,capitulo,pagina,figura,largura_px,altura_px,legenda_original,status
_ambiguos/pagina-0388_semlegenda3.png,Chapter 5. The Performance of Feedback Control Systems,388,,1201,379,,ambiguo
_ambiguos/pagina-0389_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,389,,866,303,,ambiguo
_ambiguos/pagina-0389_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,389,,720,286,,ambiguo
_ambiguos/pagina-0389_semlegenda3.png,Chapter 5. The Performance of Feedback Control Systems,389,,726,293,,ambiguo
_ambiguos/pagina-0390_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,390,,455,285,,ambiguo
_ambiguos/pagina-0390_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,390,,1039,701,,ambiguo
_ambiguos/pagina-0390_semlegenda3.png,Chapter 5. The Performance of Feedback Control Systems,390,,1546,579,,ambiguo
_ambiguos/pagina-0391_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,391,,1306,1110,,ambiguo
_ambiguos/pagina-0392_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,392,,979,259,,ambiguo
_ambiguos/pagina-0392_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,392,,854,826,,ambiguo
_ambiguos/pagina-0393_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,393,,485,285,,ambiguo
_ambiguos/pagina-0393_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,393,,779,201,,ambiguo
_ambiguos/pagina-0393_semlegenda3.png,Chapter 5. The Performance of Feedback Control Systems,393,,1324,549,,ambiguo
_ambiguos/pagina-0395_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,395,,351,487,,ambiguo
cap06-the-stability-of-linear-feedback-systems/pagina-0397_fig6-1.png,Chapter 6. The Stability of Linear Feedback Systems,397,6.1,967,416,FIGURE 6.1 Illustration of stability.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0397_fig6-2.png,Chapter 6. The Stability of Linear Feedback Systems,397,6.2,1167,318,FIGURE 6.2 Stability in the s-plane.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0399_fig6-3.png,Chapter 6. The Stability of Linear Feedback Systems,399,6.3,855,1135,FIGURE 6.3 Vigorous exer­ cising on the 12th floor likely led to mechanical resonance of the building trigger- ing a two-day evacuation. (Photo courtesy of Truth Leem/ Reuters.),ok
cap06-the-stability-of-linear-feedback-systems/pagina-0400_fig6-4.png,Chapter 6. The Stability of Linear Feedback Systems,400,6.4,774,1127,FIGURE 6.4 Team IHMC on the rubble on the first day of the DARPA Robotics Challenge 2015. (DOD Photo/Alamy Stock Photo.),ok
cap06-the-stability-of-linear-feedback-systems/pagina-0406_fig6-5.png,Chapter 6. The Stability of Linear Feedback Systems,406,6.5,1241,705,FIGURE 6.5 Welding head ­position control.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0408_fig6-6.png,Chapter 6. The Stability of Linear Feedback Systems,408,6.6,668,505,FIGURE 6.6 Root locations in the s-plane.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0410_fig6-7.png,Chapter 6. The Stability of Linear Feedback Systems,410,6.7,1239,1071,FIGURE 6.7 (a) Flow graph model for state variable equations of Example 6.7. (b) Block diagram model.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0412_fig6-8.png,Chapter 6. The Stability of Linear Feedback Systems,412,6.8,1314,890,FIGURE 6.8 (a) Turning ­control system for a ­two-track vehicle. (b) Block diagram.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0413_fig6-9.png,Chapter 6. The Stability of Linear Feedback Systems,413,6.9,828,785,FIGURE 6.9 The stable region.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0414_fig6-10.png,Chapter 6. The Stability of Linear Feedback Systems,414,6.10,861,619,FIGURE 6.10 The robot-­ controlled motorcycle.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0415_fig6-11.png,Chapter 6. The Stability of Linear Feedback Systems,415,6.11,1336,978,FIGURE 6.11 motorcycle example.,ok
_ambiguos/pagina-0415_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,415,,600,159,,ambiguo
cap06-the-stability-of-linear-feedback-systems/pagina-0417_fig6-12.png,Chapter 6. The Stability of Linear Feedback Systems,417,6.12,1320,612,FIGURE 6.12 The robot-­controlled ­motorcyle ­feedback system block diagram.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0419_fig6-13.png,Chapter 6. The Stability of Linear Feedback Systems,419,6.13,1225,1413,FIGURE 6.13 Disturbance response with,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0419_fig6-14.png,Chapter 6. The Stability of Linear Feedback Systems,419,6.14,1214,1015,FIGURE 6.14 Roots of the characteristic equation as the motorcycle velocity varies.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0420_fig6-15.png,Chapter 6. The Stability of Linear Feedback Systems,420,6.15,1049,267,FIGURE 6.15 Closed-loop con- trol system with,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0420_fig6-16.png,Chapter 6. The Stability of Linear Feedback Systems,420,6.16,979,370,FIGURE 6.16 Routh array for the closed-loop control system with,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0421_fig6-17.png,Chapter 6. The Stability of Linear Feedback Systems,421,6.17,867,568,FIGURE 6.17 Using the pole function to ­compute the closed-loop control system poles of the ­system shown in Figure 6.16.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0421_fig6-18.png,Chapter 6. The Stability of Linear Feedback Systems,421,6.18,952,268,FIGURE 6.18 Closed-loop con- trol system with,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0422_fig6-19.png,Chapter 6. The Stability of Linear Feedback Systems,422,6.19,1318,1367,FIGURE 6.19 (a) Plot of root locations of,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0422_fig6-20.png,Chapter 6. The Stability of Linear Feedback Systems,422,6.20,1134,918,FIGURE 6.20 The for function and an illustrative example.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0423_fig6-21.png,Chapter 6. The Stability of Linear Feedback Systems,423,6.21,1300,1239,FIGURE 6.21 (a) Stability region for a and K for ­two-track vehicle turning control. (b) m-file script.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0424_fig6-22.png,Chapter 6. The Stability of Linear Feedback Systems,424,6.22,1147,1459,FIGURE 6.22 (a) Ramp response for K track vehicle turning control. (b) m-file script.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0425_fig6-23.png,Chapter 6. The Stability of Linear Feedback Systems,425,6.23,1053,818,FIGURE 6.23 Computing the characteristic ­polynomial of A with the poly function.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0426_fig6-24.png,Chapter 6. The Stability of Linear Feedback Systems,426,6.24,1560,583,FIGURE 6.24 The closed-loop disk drive head system with an optional velocity feedback.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0427_fig6-25.png,Chapter 6. The Stability of Linear Feedback Systems,427,6.25,1245,392,FIGURE 6.25 Equivalent system with the velocity feedback switch closed.,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0428_fig6-26.png,Chapter 6. The Stability of Linear Feedback Systems,428,6.26,1221,1732,FIGURE 6.26 Response of the system with velocity feedback. (a) m-file script. (b) Response with K,ok
cap06-the-stability-of-linear-feedback-systems/pagina-0429_fig6-27.png,Chapter 6. The Stability of Linear Feedback Systems,429,6.27,1094,351,FIGURE 6.27,ok
_ambiguos/pagina-0432_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,432,,952,285,,ambiguo
_ambiguos/pagina-0432_semlegenda2.png,Chapter 6. The Stability of Linear Feedback Systems,432,,842,251,,ambiguo
_ambiguos/pagina-0433_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,433,,743,284,,ambiguo
_ambiguos/pagina-0434_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,434,,603,201,,ambiguo
_ambiguos/pagina-0434_semlegenda2.png,Chapter 6. The Stability of Linear Feedback Systems,434,,1288,484,,ambiguo
_ambiguos/pagina-0434_semlegenda3.png,Chapter 6. The Stability of Linear Feedback Systems,434,,836,586,,ambiguo
_ambiguos/pagina-0435_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,435,,743,285,,ambiguo
_ambiguos/pagina-0435_semlegenda2.png,Chapter 6. The Stability of Linear Feedback Systems,435,,1139,384,,ambiguo
_ambiguos/pagina-0435_semlegenda3.png,Chapter 6. The Stability of Linear Feedback Systems,435,,890,347,,ambiguo
_ambiguos/pagina-0436_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,436,,1196,301,,ambiguo
_ambiguos/pagina-0436_semlegenda2.png,Chapter 6. The Stability of Linear Feedback Systems,436,,1292,301,,ambiguo
_ambiguos/pagina-0436_semlegenda3.png,Chapter 6. The Stability of Linear Feedback Systems,436,,1154,301,,ambiguo
_ambiguos/pagina-0437_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,437,,1301,571,,ambiguo
_ambiguos/pagina-0438_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,438,,1049,251,,ambiguo
_ambiguos/pagina-0438_semlegenda2.png,Chapter 6. The Stability of Linear Feedback Systems,438,,963,992,,ambiguo
_ambiguos/pagina-0439_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,439,,877,337,,ambiguo
_ambiguos/pagina-0439_semlegenda2.png,Chapter 6. The Stability of Linear Feedback Systems,439,,1493,422,,ambiguo
_ambiguos/pagina-0439_semlegenda3.png,Chapter 6. The Stability of Linear Feedback Systems,439,,900,201,,ambiguo
_ambiguos/pagina-0440_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,440,,1240,749,,ambiguo
_ambiguos/pagina-0440_semlegenda2.png,Chapter 6. The Stability of Linear Feedback Systems,440,,1394,976,,ambiguo
_ambiguos/pagina-0440_semlegenda3.png,Chapter 6. The Stability of Linear Feedback Systems,440,,1701,434,,ambiguo
_ambiguos/pagina-0441_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,441,,1178,1243,,ambiguo
_ambiguos/pagina-0442_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,442,,999,326,,ambiguo
_ambiguos/pagina-0442_semlegenda2.png,Chapter 6. The Stability of Linear Feedback Systems,442,,826,628,,ambiguo
_ambiguos/pagina-0442_semlegenda3.png,Chapter 6. The Stability of Linear Feedback Systems,442,,1144,502,,ambiguo
_ambiguos/pagina-0443_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,443,,743,264,,ambiguo
_ambiguos/pagina-0443_semlegenda2.png,Chapter 6. The Stability of Linear Feedback Systems,443,,1032,267,,ambiguo
_ambiguos/pagina-0443_semlegenda3.png,Chapter 6. The Stability of Linear Feedback Systems,443,,962,310,,ambiguo
_ambiguos/pagina-0444_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,444,,850,449,,ambiguo
_ambiguos/pagina-0444_semlegenda2.png,Chapter 6. The Stability of Linear Feedback Systems,444,,743,284,,ambiguo
_ambiguos/pagina-0445_semlegenda1.png,Chapter 6. The Stability of Linear Feedback Systems,445,,767,201,,ambiguo
_ambiguos/pagina-0445_semlegenda2.png,Chapter 6. The Stability of Linear Feedback Systems,445,,1191,304,,ambiguo
_ambiguos/pagina-0445_semlegenda3.png,Chapter 6. The Stability of Linear Feedback Systems,445,,527,384,,ambiguo
_ambiguos/pagina-0447_semlegenda1.png,Chapter 7. The Root Locus Method,447,,351,487,,ambiguo
cap07-the-root-locus-method/pagina-0448_fig7-1.png,Chapter 7. The Root Locus Method,448,7.1,965,704,FIGURE 7.1 Closed-loop control system with a vari- able parameter K.,ok
cap07-the-root-locus-method/pagina-0449_fig7-2.png,Chapter 7. The Root Locus Method,449,7.2,1020,1010,FIGURE 7.2 Unity feedback control system. The gain K is a variable parameter.,ok
cap07-the-root-locus-method/pagina-0450_fig7-3.png,Chapter 7. The Root Locus Method,450,7.3,797,817,FIGURE 7.3 Root locus for a second-order system when,ok
cap07-the-root-locus-method/pagina-0450_fig7-4.png,Chapter 7. The Root Locus Method,450,7.4,718,668,FIGURE 7.4 Evaluation of the angle and gain at s1 for gain,ok
cap07-the-root-locus-method/pagina-0451_fig7-5.png,Chapter 7. The Root Locus Method,451,7.5,1529,1260,"FIGURE 7.5 (a) Single-loop sys- tem. (b) Root locus as a function of the parameter a, where",ok
cap07-the-root-locus-method/pagina-0454_fig7-6.png,Chapter 7. The Root Locus Method,454,7.6,1515,460,"FIGURE 7.6 (a) The zero and poles of a second- order system, (b) the root locus ­segments, and (c) the magnitude of each vector at s .",ok
_ambiguos/pagina-0455_semlegenda1.png,Chapter 7. The Root Locus Method,455,,1264,214,,ambiguo
cap07-the-root-locus-method/pagina-0458_fig7-7.png,Chapter 7. The Root Locus Method,458,7.7,1348,906,FIGURE 7.7 A fourth-order ­system with (a) a zero and (b) root locus.,ok
cap07-the-root-locus-method/pagina-0459_fig7-8.png,Chapter 7. The Root Locus Method,459,7.8,1366,691,FIGURE 7.8 Illustration of the breakaway point (a) for a simple second-order system and (b) for a fourth-order system.,ok
cap07-the-root-locus-method/pagina-0459_fig7-9.png,Chapter 7. The Root Locus Method,459,7.9,722,514,FIGURE 7.9 A graphical ­evaluation of the breakaway point.,ok
cap07-the-root-locus-method/pagina-0461_fig7-10.png,Chapter 7. The Root Locus Method,461,7.10,819,451,FIGURE 7.10 Closed-loop system.,ok
cap07-the-root-locus-method/pagina-0462_fig7-11.png,Chapter 7. The Root Locus Method,462,7.11,1305,768,FIGURE 7.11 Evaluation of the (a) asymptotes and (b) breakaway point.,ok
cap07-the-root-locus-method/pagina-0463_fig7-12.png,Chapter 7. The Root Locus Method,463,7.12,1237,918,FIGURE 7.12 Illustration of the angle of departure. (a) Test point infin- itesimal distance from −p . departure vector at −p .,ok
cap07-the-root-locus-method/pagina-0463_fig7-13.png,Chapter 7. The Root Locus Method,463,7.13,614,613,FIGURE 7.13 Evaluation of the angle of departure.,ok
cap07-the-root-locus-method/pagina-0465_fig7-14.png,Chapter 7. The Root Locus Method,465,7.14,1561,1052,FIGURE 7.14 The root locus for Example 7.4. Locating (a) the poles and (b) the asymptotes.,ok
cap07-the-root-locus-method/pagina-0469_fig7-15.png,Chapter 7. The Root Locus Method,469,7.15,1562,790,FIGURE 7.15 Root loci as a func- tion of α and β. ies. (b) Loci as β varies for one value of α,ok
cap07-the-root-locus-method/pagina-0470_fig7-16.png,Chapter 7. The Root Locus Method,470,7.16,1302,973,FIGURE 7.16 Block diagram of welding head ­control system.,ok
cap07-the-root-locus-method/pagina-0471_fig7-17.png,Chapter 7. The Root Locus Method,471,7.17,616,753,FIGURE 7.17 A region in the s-plane for desired root location.,ok
cap07-the-root-locus-method/pagina-0471_fig7-18.png,Chapter 7. The Root Locus Method,471,7.18,1397,905,FIGURE 7.18 Root loci as a func- tion of (a) α and,ok
cap07-the-root-locus-method/pagina-0472_fig7-19.png,Chapter 7. The Root Locus Method,472,7.19,815,1069,FIGURE 7.19 Two-parameter root locus. The loci for α varying are solid; ing are dashed.,ok
cap07-the-root-locus-method/pagina-0474_fig7-20.png,Chapter 7. The Root Locus Method,474,7.20,862,318,FIGURE 7.20 A feedback control system.,ok
cap07-the-root-locus-method/pagina-0475_fig7-21.png,Chapter 7. The Root Locus Method,475,7.21,680,696,FIGURE 7.21 The root locus for K.,ok
cap07-the-root-locus-method/pagina-0476_fig7-22.png,Chapter 7. The Root Locus Method,476,7.22,778,1173,FIGURE 7.22 The root locus for the parameter β.,ok
cap07-the-root-locus-method/pagina-0479_fig7-23.png,Chapter 7. The Root Locus Method,479,7.23,1229,293,FIGURE 7.23 Closed-loop system with a controller.,ok
cap07-the-root-locus-method/pagina-0480_fig7-24.png,Chapter 7. The Root Locus Method,480,7.24,905,916,FIGURE 7.24 Root locus for plant with a PID controller with complex zeros.,ok
cap07-the-root-locus-method/pagina-0481_fig7-25.png,Chapter 7. The Root Locus Method,481,7.25,1429,354,FIGURE 7.25 Unity feedback control system with PID controller.,ok
cap07-the-root-locus-method/pagina-0482_fig7-26.png,Chapter 7. The Root Locus Method,482,7.26,1207,920,FIGURE 7.26 (a) Step response with KD KI locus showing,ok
cap07-the-root-locus-method/pagina-0482_fig7-27.png,Chapter 7. The Root Locus Method,482,7.27,555,732,FIGURE 7.27 Step response with,ok
